,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
450,gpt-3.5-turbo,New Living Translation Bible,68,38,"light was good. Then he separated the light from the darkness.
5 God called the light “day” and the darkness “night.” And evening passed and morning came, marking the","['light', 'was', 'good', '.', 'Then', 'he', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.', '\n', '5', 'God', 'called', 'the', 'light']","['""', 'day', ',', 'and', 'the', 'darkness', 'he', 'called', 'night', '.', '""']","['“', 'day', '”', 'and', 'the', 'darkness', '“', 'night', '.', '”', 'And']",0.5454545454545454,67,96
960,gpt-3.5-turbo,King James Bible,69,30,"it was good: and God divided the light from the darkness.
5And God called the light Day, and the darkness he called Night. And the","['it', 'was', 'good', ':', 'and', 'God', 'divided']","['the', 'light', 'from', 'the', 'darkness', '.']","['the', 'light', 'from', 'the', 'darkness', '.']",0.0,68,80
351,gpt-3.5-turbo,English Standard Bible,69,21,"there was light. 
4 And God saw that the light was good. And God separated the light from","['there', 'was', 'light', '.', '\n', '4', 'And', 'God', 'saw', 'that']","['the', 'light', 'was', 'good', '.']","['the', 'light', 'was', 'good', '.']",0.0,68,82
597,gpt-3.5-turbo,Amplified Bible,70,26,"of the waters. 
3And God said, “Let there be light”; and there was light. 
4God saw that the","['of', 'the', 'waters', '.', '\n', '3And', 'God', 'said', ',', '“', 'Let', 'there', 'be']","['light', '”', ';', 'and', 'there', 'was', 'light', '.']","['light', '”', ';', 'and', 'there', 'was', 'light', '.']",0.0,69,89
402,gpt-3.5-turbo,New Living Translation Bible,72,26,"Then he separated the light from the darkness.
5 God called the light “day” and the darkness “night.” And","['Then', 'he', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.', '\n', '5']","['""', 'God', 'called', 'the', 'light', ""'"", 'day', ""'"", 'and', 'the', 'darkness', ""'"", 'night', '.', ""'""]","['God', 'called', 'the', 'light', '“', 'day', '”', 'and', 'the', 'darkness', '“', 'night', '.', '”', 'And']",0.4,71,96
569,gpt-3.5-turbo,New Living Translation Bible,72,32,"Then he separated the light from the darkness.
5 God called the light “day” and the darkness “night.” And evening passed and morning came,","['Then', 'he', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.', '\n', '5', 'God', 'called', 'the', 'light']","['""', 'day', ',', 'and', 'the', 'darkness', 'he', 'called', 'night', '.', '""']","['“', 'day', '”', 'and', 'the', 'darkness', '“', 'night', '.', '”', 'And']",0.5454545454545454,71,96
239,gpt-3.5-turbo,English Standard Bible,74,36,"4 And God saw that the light was good. And God separated the light from the darkness. 
5 God called the light Day, and the darkness he called Night. And there","['4', 'And', 'God', 'saw', 'that', 'the', 'light', 'was', 'good', '.', 'And']","['God', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.']","['God', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.']",0.0,73,91
727,gpt-3.5-turbo,Amplified Bible,75,35,"3And God said, “Let there be light”; and there was light. 
4God saw that the light was good (pleasing, useful) and He affirmed and sustained it","['3And', 'God', 'said', ',', '“', 'Let', 'there']","['be', 'light', '”', ';', 'and', 'there', 'was', 'light', '.']","['be', 'light', '”', ';', 'and', 'there', 'was', 'light', '.']",0.0,74,89
194,gpt-3.5-turbo,Christian Standard Bible ,75,29,"good, and God separated the light from the darkness. 
5 God called the light “day,” and the darkness he called “night.","['good', ',', 'and', 'God', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.', '\n', '5', 'God']","['saw', 'that', 'the', 'light', 'was', 'good', ',', 'and', 'he', 'separated', 'the', 'light', 'from', 'the', 'darkness']","['called', 'the', 'light', '“', 'day', ',', '”', 'and', 'the', 'darkness', 'he', 'called', '“', 'night', '.']",0.8,74,102
143,gpt-3.5-turbo,Christian Standard Bible ,75,25,"good, and God separated the light from the darkness. 
5 God called the light “day,” and the darkness he","['good', ',', 'and', 'God', 'separated', 'the', 'light', 'from', 'the']","['darkness', '.']","['darkness', '.']",0.0,74,84
664,gpt-3.5-turbo,Amplified Bible,75,40,"3And God said, “Let there be light”; and there was light. 
4God saw that the light was good (pleasing, useful) and He affirmed and sustained it; and God separated the","['3And', 'God', 'said', ',', '“', 'Let']","['there', 'be', 'light', '”', ';', 'and', 'there', 'was', 'light', '.']","['there', 'be', 'light', '”', ';', 'and', 'there', 'was', 'light', '.']",0.0,74,89
157,gpt-3.5-turbo,Christian Standard Bible ,75,36,"good, and God separated the light from the darkness. 
5 God called the light “day,” and the darkness he called “night.” There was an evening, and","['good', ',', 'and', 'God', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.', '\n', '5', 'God']","['saw', 'that', 'the', 'light', 'was', 'good', ',', 'and', 'he', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.']","['called', 'the', 'light', '“', 'day', ',', '”', 'and', 'the', 'darkness', 'he', 'called', '“', 'night', '.', '”']",0.8125,74,103
52,gpt-3.5-turbo,Christian Standard Bible ,76,38,", and God separated the light from the darkness. 
5 God called the light “day,” and the darkness he called “night.” There was an evening, and there was a","[',', 'and', 'God', 'separated', 'the', 'light', 'from', 'the', 'darkness']","['""', 'And', 'God', 'saw', 'that', 'the', 'light', 'was', 'good', ',', 'and', 'God', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.', '""']","['.', '\n', '5', 'God', 'called', 'the', 'light', '“', 'day', ',', '”', 'and', 'the', 'darkness', 'he', 'called', '“', 'night', '.', '”']",0.8,75,103
177,gpt-3.5-turbo,Christian Standard Bible ,78,37,"God separated the light from the darkness. 
5 God called the light “day,” and the darkness he called “night.” There was an evening, and there was a morning","['God', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.', '\n', '5', 'God', 'called', 'the', 'light', '“', 'day']","['God', 'called', 'the', 'light', '""', 'day', ',', '""', 'and', 'the', 'darkness', 'he', 'called', '""', 'night', '.', '""']","[',', '”', 'and', 'the', 'darkness', 'he', 'called', '“', 'night', '.', '”', 'There', 'was', 'an', 'evening', ',', 'and']",0.8823529411764706,77,109
98,gpt-3.5-turbo,Christian Standard Bible ,78,25,"God separated the light from the darkness. 
5 God called the light “day,” and the darkness he called “night","['God', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.', '\n']","['""', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '""']","['5', 'God', 'called', 'the', 'light', '“', 'day', ',', '”', 'and']",1.0,77,95
292,gpt-3.5-turbo,English Standard Bible,79,20,"the light was good. And God separated the light from the darkness. 
5 God called the light","['the', 'light', 'was', 'good', '.', 'And', 'God', 'separated', 'the']","['light', 'from', 'the', 'darkness', '.']","['light', 'from', 'the', 'darkness', '.']",0.0,78,91
331,gpt-3.5-turbo,English Standard Bible,81,29,"was good. And God separated the light from the darkness. 
5 God called the light Day, and the darkness he called Night. And there","['was', 'good', '.', 'And', 'God', 'separated', 'the', 'light', 'from']","['the', 'darkness', '.']","['the', 'darkness', '.']",0.0,80,91
155,gpt-3.5-turbo,Christian Standard Bible ,82,29,"from the darkness. 
5 God called the light “day,” and the darkness he called “night.” There was an evening, and","['from', 'the', 'darkness', '.', '\n']","['""', 'Even', 'in', 'the', 'darkest', 'of', 'times', ',', 'there', 'is', 'always', 'a', 'glimmer', 'of', 'hope', 'shining', 'through', '.', '""']","['5', 'God', 'called', 'the', 'light', '“', 'day', ',', '”', 'and', 'the', 'darkness', 'he', 'called', '“', 'night', '.', '”', 'There']",0.8947368421052632,81,104
518,gpt-3.5-turbo,New Living Translation Bible,84,24,"called the light “day” and the darkness “night.” And evening passed and morning came, marking the first day","['called', 'the', 'light', '“', 'day', '”']","['and', 'the', 'darkness', 'he', 'called', '“', 'night', '.', '”']","['and', 'the', 'darkness', '“', 'night', '.', '”', 'And', 'evening']",0.4444444444444444,83,97
113,gpt-3.5-turbo,Christian Standard Bible ,85,35,". 
5 God called the light “day,” and the darkness he called “night.” There was an evening, and there was a morning: one day.
","['.', '\n', '5', 'God', 'called', 'the', 'light', '“', 'day', ',', '”', 'and', 'the', 'darkness', 'he', 'called', '“']","['""', 'night', '.', '""']","['night', '.', '”', 'There']",0.75,84,104
262,gpt-3.5-turbo,English Standard Bible,87,28,"the light from the darkness. 
5 God called the light Day, and the darkness he called Night. And there was evening and there was","['the', 'light', 'from', 'the', 'darkness', '.', '\n', '5', 'God', 'called', 'the', 'light', 'Day', ',']","['and', 'the', 'darkness', 'he', 'called', 'Night', '.']","['and', 'the', 'darkness', 'he', 'called', 'Night', '.']",0.0,86,106
759,gpt-3.5-turbo,Amplified Bible,87,35,"there was light. 
4God saw that the light was good (pleasing, useful) and He affirmed and sustained it; and God separated the light [distinguishing it] from the","['there', 'was', 'light', '.', '\n', '4God', 'saw', 'that', 'the', 'light', 'was']","['good', ';', 'and', 'God', 'separated', 'the', 'light', 'from', 'the', 'darkness', '.']","['good', '(', 'pleasing', ',', 'useful', ')', 'and', 'He', 'affirmed', 'and', 'sustained']",0.9090909090909092,86,107
53,gpt-3.5-turbo,Christian Standard Bible ,87,35,"5 God called the light “day,” and the darkness he called “night.” There was an evening, and there was a morning: one day.
6 Then","['5', 'God', 'called', 'the', 'light', '“', 'day', ',']","['and', 'the', 'darkness', 'he', 'called', '“', 'night', '.', '”']","['”', 'and', 'the', 'darkness', 'he', 'called', '“', 'night', '.']",0.2222222222222222,86,102
414,gpt-3.5-turbo,New Living Translation Bible,87,26,"“day” and the darkness “night.” And evening passed and morning came, marking the first day.
6 Then God","['“', 'day', '”', 'and', 'the', 'darkness', '“', 'night', '.']","['""', 'God', 'called', 'the', 'light', ""'"", 'day', ""'"", 'and', 'the', 'darkness', 'he', 'called', ""'"", 'night', '.', ""'""]","['”', 'And', 'evening', 'passed', 'and', 'morning', 'came', ',', 'marking', 'the', 'first', 'day', '.', '\n', '6', 'Then', 'God']",0.9411764705882352,86,111
559,gpt-3.5-turbo,New Living Translation Bible,92,27,"darkness “night.” And evening passed and morning came, marking the first day.
6 Then God said, “Let there be","['darkness', '“', 'night', '.', '”', 'And', 'evening', 'passed', 'and', 'morning']","['came', ',', 'marking', 'the', 'end', 'of', 'the', 'first', 'day', '.']","['came', ',', 'marking', 'the', 'first', 'day', '.', '\n', '6', 'Then']",0.6,91,110
945,gpt-3.5-turbo,King James Bible,92,40,"darkness he called Night. And the evening and the morning were the first day.
6And God said, Let there be a firmament in the midst of the waters, and let it divide the waters from","['darkness', 'he', 'called', 'Night', '.']","['""', 'And', 'God', 'saw', 'the', 'light', ',', 'that', 'it', 'was', 'good', ':', 'and', 'God', 'divided', 'the', 'light', 'from', 'the', 'darkness', '.', 'And', 'God', 'called', 'the', 'light', 'Day', ',', 'and', 'the', 'darkness', 'he', 'called', 'Night', '.']","['And', 'the', 'evening', 'and', 'the', 'morning', 'were', 'the', 'first', 'day', '.', '\n', '6And', 'God', 'said', ',', 'Let', 'there', 'be', 'a', 'firmament', 'in', 'the', 'midst', 'of', 'the', 'waters', ',', 'and', 'let', 'it', 'divide', 'the', 'waters', 'from']",0.8857142857142857,91,130
592,gpt-3.5-turbo,New Living Translation Bible,93,29,"“night.” And evening passed and morning came, marking the first day.
6 Then God said, “Let there be a space between","['“', 'night', '.', '”', 'And', 'evening', 'passed', 'and']","['morning', 'came', ',', 'marking', 'the', 'first', 'day', '.']","['morning', 'came', ',', 'marking', 'the', 'first', 'day', '.']",0.0,92,107
49,gpt-3.5-turbo,Christian Standard Bible ,93,33,"day,” and the darkness he called “night.” There was an evening, and there was a morning: one day.
6 Then God said, “","['day', ',', '”', 'and', 'the', 'darkness', 'he', 'called', '“']","['night', '.', '”']","['night', '.', '”']",0.0,92,103
438,gpt-3.5-turbo,New Living Translation Bible,94,36,"night.” And evening passed and morning came, marking the first day.
6 Then God said, “Let there be a space between the waters, to separate the waters of","['night', '.', '”', 'And', 'evening', 'passed', 'and', 'morning', 'came', ',', 'marking']","['the', 'first', 'day', '.']","['the', 'first', 'day', '.']",0.0,93,107
965,gpt-3.5-turbo,King James Bible,95,29,"Night. And the evening and the morning were the first day.
6And God said, Let there be a firmament in the midst of the waters","['Night', '.', 'And', 'the', 'evening']","['and', 'the', 'morning', 'were', 'the', 'first', 'day', '.']","['and', 'the', 'morning', 'were', 'the', 'first', 'day', '.']",0.0,94,106
393,gpt-3.5-turbo,English Standard Bible,96,20,"called the light Day, and the darkness he called Night. And there was evening and there was morning","['called', 'the', 'light', 'Day', ',', 'and', 'the', 'darkness']","['he', 'called', 'Night', '.']","['he', 'called', 'Night', '.']",0.0,95,106
544,gpt-3.5-turbo,New Living Translation Bible,96,22,"” And evening passed and morning came, marking the first day.
6 Then God said, “Let there","['”', 'And', 'evening', 'passed', 'and', 'morning', 'came']","['the', 'first', 'day', '.', '""']","[',', 'marking', 'the', 'first', 'day']",0.8,95,106
804,gpt-3.5-turbo,King James Bible,96,33,". And the evening and the morning were the first day.
6And God said, Let there be a firmament in the midst of the waters, and let it divide","['.', 'And', 'the', 'evening', 'and', 'the', 'morning', 'were', 'the', 'first', 'day', '.', '\n', '6And', 'God', 'said']","[',', '""', 'Let', 'there', 'be', 'a', 'firmament', 'in', 'the', 'midst', 'of', 'the', 'waters', ',', 'and', 'let', 'it']","[',', 'Let', 'there', 'be', 'a', 'firmament', 'in', 'the', 'midst', 'of', 'the', 'waters', ',', 'and', 'let', 'it', 'divide']",0.1176470588235294,95,127
981,gpt-3.5-turbo,King James Bible,97,34,"And the evening and the morning were the first day.
6And God said, Let there be a firmament in the midst of the waters, and let it divide the waters","['And', 'the', 'evening', 'and', 'the', 'morning', 'were', 'the', 'first', 'day', '.', '\n', '6And']","['God', 'said', ',', '""', 'Let', 'there', 'be', 'a', 'firmament', 'in', 'the', 'midst', 'of', 'the', 'waters', ',', 'and', 'let', 'it', 'divide', 'the']","['God', 'said', ',', 'Let', 'there', 'be', 'a', 'firmament', 'in', 'the', 'midst', 'of', 'the', 'waters', ',', 'and', 'let', 'it', 'divide', 'the', 'waters']",0.0952380952380952,96,129
326,gpt-3.5-turbo,English Standard Bible,97,36,"the light Day, and the darkness he called Night. And there was evening and there was morning, the first day.
6 And God said, d“Let there be an expanse1 in","['the', 'light', 'Day', ',', 'and', 'the', 'darkness', 'he', 'called']","['Night', '.']","['Night', '.']",0.0,96,106
680,gpt-3.5-turbo,Amplified Bible,97,31,"was good (pleasing, useful) and He affirmed and sustained it; and God separated the light [distinguishing it] from the darkness. 
5And God called","['was', 'good', '(', 'pleasing', ',', 'useful', ')', 'and', 'He', 'affirmed', 'and']","['blessed', 'it', '.']","['sustained', 'it', ';']",0.6666666666666666,96,109
394,gpt-3.5-turbo,English Standard Bible,97,24,"the light Day, and the darkness he called Night. And there was evening and there was morning, the first day.","['the', 'light', 'Day', ',', 'and', 'the', 'darkness']","['Night', '.']","['he', 'called']",1.0,96,104
484,gpt-3.5-turbo,New Living Translation Bible,97,20,"And evening passed and morning came, marking the first day.
6 Then God said, “Let","['And', 'evening', 'passed', 'and', 'morning', 'came', ',']","['marking', 'the', 'first', 'day', '.']","['marking', 'the', 'first', 'day', '.']",0.0,96,107
